84	13
65	3
74	10
87	18
74	17
79	20
79	14
80	15
79	20
82	9
68	12
73	13
75	11
74	14
67	11
80	12
80	5
75	18
88	24
73	10
73	11
79	12
73	12
71	8
79	16
79	6
67	13
72	10
72	11
71	21
84	14
76	12
85	15
71	12
69	9
75	14
81	12
68	19
78	18
84	15
78	13
65	10
62	10
75	8
72	11
76	12
83	10
73	9
66	10
92	15
77	8
63	14
76	11
75	13
69	9
74	13
82	10
97	13
67	17
78	10
71	13
63	11
80	13
78	11
73	9
79	16
80	12
69	12
86	8
66	10
77	8
96	17
81	11
73	11
69	11
59	19
78	6
77	11
77	11
71	7
83	11
78	15
78	10
76	8
75	13
76	5
82	16
81	13
73	12
73	13
88	11
72	9
67	11
73	8
79	9
80	15
79	13
71	12
85	12
77	11
77	11
62	9
71	11
79	14
63	20
66	13
71	17
79	11
75	13
78	12
72	9
72	6
68	9
66	11
81	13
61	12
70	12
86	8
72	16
73	8
74	13
84	10
81	9
69	13
79	13
68	5
74	8
79	13
79	10
77	14
76	10
73	12
84	11
85	18
74	9
71	12
75	9
75	14
75	12
76	15
70	13
87	14
79	16
82	13
93	11
85	17
71	14
78	8
69	18
60	13
72	8
87	13
73	9
85	11
72	13
73	15
66	12
60	9
71	15
81	4
81	9
76	9
80	11
72	13
66	12
71	10
84	9
77	11
72	10
71	17
68	14
84	15
58	12
79	7
72	7
76	11
80	12
72	11
73	9
83	9
71	10
80	16
79	12
73	8
81	9
57	9
80	12
82	19
84	14
87	14
75	15
73	10
62	8
66	10
69	10
82	12
74	18
77	11
77	15
64	12
69	7
74	16
77	21
74	16
83	10
70	12
68	14
80	10
76	10
86	9
71	9
80	6
79	14
87	9
72	11
64	10
84	13
83	13
77	12
73	14
70	11
74	9
83	6
85	8
67	15
64	10
57	14
75	10
84	14
69	9
87	9
86	23
75	4
77	7
77	7
75	11
86	10
77	10
68	10
64	16
71	14
