80	11
81	13
73	13
84	13
81	14
71	11
79	11
77	11
74	13
63	9
74	12
65	13
80	10
80	8
84	8
72	9
70	11
73	9
76	5
85	19
73	8
84	10
75	14
81	10
80	15
75	4
68	9
79	14
70	11
73	20
84	12
83	14
75	11
71	13
87	6
86	10
70	16
67	10
70	13
76	10
60	16
58	15
71	10
77	19
79	14
78	11
72	18
90	15
86	14
75	17
69	7
73	6
65	12
85	8
94	19
96	18
76	12
76	11
84	11
75	10
96	12
88	10
71	14
75	15
83	13
73	14
76	17
75	9
76	13
72	10
79	11
68	14
82	9
60	16
70	11
74	14
74	14
87	10
82	9
64	11
68	11
71	12
70	14
70	7
69	10
64	11
75	17
68	11
66	9
76	18
66	6
64	17
71	13
65	18
88	8
63	15
67	9
75	13
72	13
74	8
68	12
81	9
77	18
68	15
73	10
74	12
77	15
75	12
64	17
79	12
80	16
79	20
77	10
82	15
65	9
81	11
85	10
73	19
89	16
83	15
78	12
72	13
65	14
85	8
83	15
73	11
69	15
69	9
79	9
68	12
72	12
84	19
79	11
72	10
75	8
75	8
81	11
77	15
63	13
65	13
71	10
81	16
83	16
79	13
62	9
67	18
98	16
74	10
55	13
74	7
79	13
81	14
75	9
73	14
81	10
80	8
79	14
83	8
71	11
74	10
80	11
69	14
77	11
71	10
67	18
79	14
71	17
80	21
77	13
84	10
65	14
76	19
77	12
67	18
71	11
81	9
69	16
65	11
57	14
81	13
61	13
84	17
69	7
81	12
74	14
77	8
87	5
94	10
67	15
63	15
67	14
92	6
84	16
85	12
77	9
64	14
79	16
78	9
71	12
93	13
73	16
84	7
65	11
68	11
62	12
81	8
94	14
74	14
58	11
78	9
70	13
64	11
64	9
67	9
79	6
81	14
81	20
70	15
70	10
73	9
75	9
79	14
86	13
83	11
83	12
79	14
85	10
76	10
85	7
78	12
80	9
80	16
72	8
75	12
66	14
66	11
83	12
57	16
66	11
83	14
82	15
91	19
79	11
74	11
67	11
75	20
80	12
68	13
72	6
86	12
76	10
74	12
82	10
82	13
74	16
81	6
81	19
72	5
73	15
60	12
73	13
82	13
71	12
82	15
70	10
74	12
58	15
85	12
75	8
81	9
71	18
73	10
73	14
80	14
92	9
66	8
81	10
68	11
68	11
69	16
80	7
67	11
76	8
79	11
79	14
73	13
63	10
79	11
84	9
74	9
73	9
64	9
84	10
71	14
58	14
74	13
95	8
66	7
79	9
80	11
76	12
74	13
88	11
76	10
80	14
77	10
86	15
67	13
65	10
79	10
69	16
82	15
81	18
72	7
74	8
82	12
80	11
72	13
81	10
71	9
82	12
88	13
75	16
86	15
69	12
46	12
74	9
72	10
66	16
77	6
84	15
85	16
60	10
62	10
75	10
63	12
65	16
61	14
81	12
68	15
69	13
78	19
76	13
74	10
81	16
73	6
74	10
66	20
82	13
68	8
64	6
78	10
89	14
61	8
83	18
60	13
85	13
73	19
67	14
81	14
66	15
77	15
59	21
77	8
69	9
82	9
56	10
66	14
75	12
77	13
80	11
84	19
81	10
72	6
82	9
66	9
67	11
81	7
82	12
65	15
70	16
71	10
74	14
65	7
67	16
73	10
63	9
74	10
59	12
78	17
77	4
64	11
72	11
86	14
73	18
73	12
70	7
78	9
66	17
73	13
82	10
63	8
66	12
76	12
66	8
71	10
71	9
83	16
81	7
84	8
90	12
79	12
72	16
70	18
68	4
84	12
77	11
72	6
87	15
69	8
75	16
70	17
82	12
84	15
84	14
99	13
75	16
68	19
75	13
73	11
62	16
61	18
88	13
74	12
61	16
73	8
60	9
83	13
66	13
69	10
87	16
73	9
77	12
68	15
77	16
86	16
74	17
93	14
77	5
80	10
70	16
76	16
90	10
85	16
77	16
95	9
89	11
79	12
77	10
74	13
74	9
79	9
69	13
72	13
74	12
79	10
74	12
64	13
76	14
87	14
79	11
77	18
77	14
88	9
67	5
62	14
57	6
69	9
73	9
78	6
62	11
68	8
72	10
78	11
71	13
88	12
62	12
61	10
75	11
75	12
69	9
70	13
57	8
75	15
72	18
71	8
57	16
60	14
70	9
83	18
85	10
75	15
87	13
74	10
85	14
78	13
86	12
63	12
65	4
83	14
72	13
69	14
79	11
83	8
72	9
69	4
68	15
74	8
80	8
72	8
67	9
66	10
72	10
59	13
58	12
72	13
68	15
70	15
78	16
63	13
66	15
87	12
74	10
72	15
71	10
81	15
78	10
83	13
84	13
83	14
61	9
77	14
77	9
86	10
65	7
77	6
69	13
77	19
81	18
79	9
62	11
78	11
86	8
75	14
74	12
79	8
86	14
68	8
86	12
70	7
73	21
68	6
76	12
95	6
76	19
70	12
90	12
75	11
64	11
50	19
64	12
68	13
64	12
65	7
71	13
58	10
79	6
60	17
90	6
71	11
65	7
67	14
72	8
79	15
82	9
84	8
67	10
80	9
59	8
72	17
67	10
86	11
70	11
80	20
62	9
82	14
75	9
82	12
87	15
75	12
81	13
84	15
69	11
72	13
76	8
90	11
77	17
78	15
68	14
67	12
66	6
82	13
79	10
64	14
74	11
78	9
83	12
73	11
74	20
71	16
62	7
84	12
81	8
69	4
77	11
62	12
73	7
73	12
68	13
86	20
86	8
62	12
77	12
81	14
61	13
89	13
84	11
71	14
67	14
68	12
70	15
85	15
70	12
75	10
68	9
79	11
79	14
80	18
72	15
69	12
88	11
87	12
66	18
61	13
73	12
84	7
93	17
63	7
65	15
81	18
82	12
76	9
74	17
93	14
78	10
67	11
75	11
77	14
90	11
80	7
83	18
71	13
80	17
75	11
67	9
70	8
80	15
71	12
69	10
61	12
74	21
60	15
78	11
73	9
80	9
73	12
55	10
84	11
69	15
72	6
79	8
79	10
80	8
69	20
66	10
63	15
82	12
75	8
80	8
83	11
80	14
79	12
83	8
71	14
74	12
82	22
70	9
92	9
85	11
58	15
68	10
89	10
73	10
71	14
73	9
72	13
76	12
72	21
66	12
78	12
87	10
71	9
74	7
63	7
74	21
77	13
74	15
90	15
77	10
68	11
83	8
83	11
51	14
78	13
91	6
78	14
66	16
90	12
78	9
73	9
64	11
64	9
73	13
76	13
58	10
69	9
89	12
69	11
67	14
70	14
76	12
79	12
72	10
58	4
86	11
70	10
78	11
80	16
71	11
