127	20
99	13
124	16
106	8
119	11
110	11
96	13
112	22
115	15
115	23
108	17
110	16
87	16
117	20
112	16
103	8
109	14
124	12
95	16
110	13
103	19
114	16
127	14
120	14
121	21
139	19
100	18
107	13
135	11
117	18
115	16
107	12
109	21
113	18
94	12
110	17
134	13
122	9
115	15
125	10
134	11
110	14
124	19
110	16
109	14
122	18
122	22
123	24
95	17
119	12
147	16
122	23
97	16
104	10
118	9
128	11
110	14
120	10
119	11
117	22
106	15
93	9
115	13
120	18
111	17
116	21
126	27
110	11
121	21
128	17
122	18
112	12
116	17
116	11
137	17
122	23
135	16
122	24
127	9
108	21
122	14
107	14
104	11
112	15
108	16
107	21
122	22
132	10
121	11
117	23
109	18
100	14
119	18
119	23
117	24
128	13
113	11
123	9
112	11
125	21
104	15
127	14
120	19
112	11
117	10
118	18
111	18
102	20
117	9
119	14
118	21
97	14
99	19
119	21
103	18
124	7
115	10
115	10
117	11
105	17
111	12
104	17
111	18
132	13
119	11
112	22
99	12
108	15
134	13
105	18
120	12
107	15
115	19
113	19
136	16
114	15
123	13
110	17
106	13
124	10
121	11
112	15
105	15
110	14
134	12
122	21
110	14
129	17
113	20
109	17
106	14
121	20
107	14
108	20
104	20
111	19
95	11
124	14
105	17
108	19
116	12
135	12
103	13
100	17
136	17
128	5
117	17
109	17
100	10
104	17
135	15
118	11
138	14
119	16
113	16
130	13
114	13
113	17
111	17
109	21
107	18
123	17
115	19
133	16
119	15
125	12
125	17
101	14
119	18
123	15
122	11
103	18
105	9
118	25
103	16
124	15
112	16
104	18
112	12
106	12
101	14
117	17
120	17
114	13
108	16
111	15
110	13
109	16
131	15
113	14
115	17
112	10
126	15
106	16
119	14
120	14
114	14
109	14
104	17
113	18
120	18
121	13
116	20
112	16
107	17
104	15
116	15
131	23
128	10
102	8
128	14
103	21
105	21
101	20
117	14
118	13
109	14
111	19
126	26
120	14
118	17
127	10
110	7
105	11
111	13
105	13
114	10
115	22
118	19
132	11
110	18
131	19
108	26
99	14
109	17
113	9
106	16
95	7
140	14
110	13
127	18
116	20
120	15
119	6
110	15
87	20
116	15
116	17
107	11
106	8
131	18
133	15
129	12
102	12
130	14
112	21
123	15
118	19
103	19
121	23
130	17
108	13
102	14
106	12
130	16
110	24
111	13
139	17
121	12
110	16
87	16
106	10
115	18
110	14
114	14
120	13
112	12
106	16
109	16
134	13
107	17
111	16
113	14
114	11
112	18
88	15
117	15
104	12
113	14
125	16
115	24
130	20
110	13
96	19
111	21
110	15
129	12
113	12
108	21
111	8
116	15
125	30
103	14
94	13
117	17
110	9
92	17
102	16
108	15
123	14
109	17
121	10
120	18
98	15
