112	16
106	19
101	18
103	15
117	19
108	17
108	20
119	13
115	23
112	26
123	12
105	16
111	17
115	11
114	15
101	19
106	14
126	10
117	20
115	23
107	15
119	15
102	17
120	25
124	14
115	16
119	10
108	14
107	14
108	13
103	21
108	16
143	13
125	12
109	20
116	12
103	13
105	20
100	20
103	15
122	20
102	15
109	12
109	17
128	17
118	16
115	12
109	16
110	16
109	16
120	15
116	8
100	11
119	15
110	25
113	9
108	18
109	17
115	13
99	14
103	21
125	24
111	16
105	10
110	16
124	23
123	18
112	13
104	23
108	12
121	14
119	15
116	8
103	14
130	16
128	21
104	17
102	11
117	15
120	16
113	13
131	18
116	17
95	19
116	19
131	20
101	17
113	19
113	18
116	7
103	21
117	12
113	19
125	18
124	21
98	20
117	17
108	17
123	14
106	13
107	21
132	26
132	17
102	12
136	22
92	20
117	17
138	15
116	15
117	23
98	17
109	15
111	20
112	13
131	10
109	11
134	9
111	18
110	20
106	19
121	15
108	18
105	13
104	22
119	21
112	19
108	14
113	14
118	13
105	15
115	16
101	15
106	16
116	24
112	26
101	15
115	15
104	13
110	12
108	23
107	16
101	15
116	13
98	14
105	19
117	13
120	16
110	13
116	17
114	14
112	20
102	16
106	16
104	17
107	18
134	10
126	27
104	10
116	16
115	9
125	27
110	16
105	9
112	14
115	11
112	19
122	19
125	14
113	12
120	14
104	8
113	9
113	20
109	14
110	14
129	20
101	15
119	14
116	10
111	12
118	12
121	19
108	15
118	16
115	13
115	15
115	13
120	20
119	16
128	11
132	16
97	18
122	12
116	8
127	18
117	12
112	20
103	17
106	14
112	19
115	19
121	18
124	13
105	14
107	20
108	17
103	17
116	13
105	22
115	13
126	18
130	15
103	14
115	16
119	13
99	18
118	18
111	14
101	10
103	21
114	13
116	14
113	17
111	14
129	18
124	21
126	15
126	21
113	12
126	17
120	16
114	12
108	16
102	10
114	14
110	13
101	9
106	13
99	15
128	25
114	13
121	9
115	10
91	15
125	19
107	17
106	21
115	19
116	13
104	15
101	12
105	14
120	24
121	13
116	18
128	15
103	18
108	17
120	16
111	11
129	19
121	13
112	13
117	10
117	20
114	17
103	17
105	21
110	18
107	4
112	12
118	17
117	10
132	10
114	16
134	14
96	19
121	17
109	15
102	14
122	9
117	16
110	10
114	13
114	18
122	13
110	13
112	16
94	15
122	20
121	12
122	12
110	5
126	17
114	11
114	20
119	17
106	16
117	13
109	13
119	16
112	10
123	14
110	12
114	20
136	10
131	23
132	17
86	7
130	13
111	13
124	16
121	20
92	17
125	18
112	15
92	14
114	13
126	11
119	15
110	14
100	19
115	6
113	17
106	14
100	12
114	13
123	11
98	14
129	14
114	11
111	20
121	24
121	19
123	15
119	20
109	20
119	19
130	18
124	9
99	12
114	13
131	25
113	17
121	8
115	21
105	20
123	18
106	21
132	13
118	11
124	14
119	21
121	14
112	14
109	14
104	15
100	9
100	15
118	13
115	12
125	17
116	15
123	14
124	14
129	17
102	18
115	12
117	21
131	16
106	12
98	12
114	17
110	15
95	11
99	21
123	20
123	9
116	15
117	10
117	23
120	16
114	12
110	24
110	13
117	7
114	12
121	12
95	15
117	14
124	12
133	12
109	15
109	12
108	15
116	17
109	12
101	15
119	19
97	17
108	14
113	16
117	19
106	16
115	9
105	16
120	13
104	19
110	10
106	16
103	16
101	15
115	18
101	12
114	18
102	13
105	17
100	10
118	11
115	22
100	14
106	14
118	10
125	7
112	9
96	15
119	12
120	12
110	25
121	15
122	21
107	14
126	15
120	14
107	13
90	22
122	12
101	22
109	10
101	15
113	13
120	16
117	11
110	10
112	14
115	25
124	9
138	14
116	11
118	17
121	15
116	19
118	10
132	16
103	21
103	22
112	13
124	15
121	26
97	18
124	17
133	12
113	17
113	20
104	12
116	27
96	19
139	12
130	18
128	19
125	14
119	11
126	18
122	19
102	18
117	18
94	13
112	11
104	26
100	20
95	17
112	15
124	16
118	19
97	11
115	21
110	14
112	23
121	24
117	13
131	17
101	6
112	16
119	16
112	15
122	11
130	13
120	18
108	9
120	16
102	12
119	10
114	12
103	16
115	15
108	10
129	16
98	13
122	14
113	13
113	21
94	14
107	8
120	18
120	18
108	16
106	14
105	17
143	16
106	17
136	18
104	16
114	15
115	9
104	15
137	17
124	19
104	15
120	16
125	18
109	16
123	15
126	14
144	11
110	12
100	15
117	12
129	17
124	20
114	20
121	15
106	15
121	14
110	15
121	9
114	17
118	21
127	14
100	10
117	18
113	10
103	14
99	22
110	13
117	13
107	16
119	13
110	14
129	11
139	15
117	22
114	11
117	13
119	31
120	16
139	21
101	13
116	11
115	23
113	17
115	15
105	12
134	10
106	10
106	11
111	17
129	18
85	8
111	15
113	14
123	21
101	13
126	19
122	15
122	13
101	22
109	16
100	12
108	21
103	13
98	15
108	14
121	9
112	13
104	13
119	23
106	18
118	14
115	17
114	24
110	23
106	15
106	11
116	14
104	11
109	22
106	17
110	19
111	15
95	14
122	13
110	16
116	12
110	18
104	14
102	21
111	15
103	17
92	12
117	15
117	20
112	17
116	19
124	18
115	15
141	17
117	17
118	21
124	13
116	17
113	13
106	14
109	17
115	17
103	12
111	13
131	13
127	13
106	20
106	18
104	19
101	14
113	16
127	8
118	20
113	24
113	17
120	15
118	21
131	15
113	10
105	11
98	12
108	12
116	12
135	10
112	21
107	12
118	12
120	16
121	20
118	18
114	9
115	13
116	16
104	15
